hhid,round,comment,lossevent,s6q20a,s6q20b,s6q21,s6q22,s6q22b,s6q23,s6q24,s6q24a,s6q25
9081,1,,6,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,10
9081,1,,5,2009,7,Cattle,Starvation/Drought,,Satellite camp,2,,0
9081,1,,3,2009,4, Goat/Sheep, Disease,,Satellite camp,4,,2
9081,1,,4,2009,7,Camel,Starvation/Drought,,Satellite camp,2,,1
9081,1,,2,2008,12,Camel, Disease,,Satellite camp,1,,1
9081,1,,1,2008,.a, Goat/Sheep,Raiding/Rustling/Conflict,,Satellite camp,20,,16
9081,2,,4,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
9081,2,,1,2009,12,Camel, Disease,,Satellite camp,2,,1
9081,2,,3,2010,3,Cattle,Predation,,Satellite camp,2,,1
9081,2,,2,2010,2, Goat/Sheep,Predation,,Satellite camp,2,,1
9081,3,0,5,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,6
9081,3,0,3,2011,2,Cattle, Rain,,Satellite camp,4,,3
9081,3,0,6,2011,9,Cattle, Disease,,Satellite camp,2,,1
9081,3,0,2,2011,2,Camel, Rain,,Satellite camp,10,,8
9081,3,0,1,2011,2, Goat/Sheep, Rain,,Satellite camp,60,,54
9081,3,0,4,2011,8,Camel,Starvation/Drought,,Satellite camp,7,,4
9081,4,0,2,2011,12,Camel,Predation,,Satellite camp,1,,1
9081,4,0,1,2011,10,Camel, Disease,,Satellite camp,1,,1
9081,4,0,6,2012,7, Goat/Sheep,Just lost,,Satellite camp,4,,3
9081,4,0,9,2012,9,Camel,Predation,,Satellite camp,2,,2
9081,4,0,5,2012,3, Goat/Sheep,Predation,,Satellite camp,3,,2
9081,4,0,4,2012,2, Goat/Sheep, Disease,,Satellite camp,3,,3
9081,4,0,7,2011,11,Cattle, Disease,,Satellite camp,3,,2
9081,4,0,8,2012,7,Cattle,Starvation/Drought,,Satellite camp,2,,2
9081,4,0,3,2011,10, Goat/Sheep, Rain,,Satellite camp,5,,3
9081,5,0,8,2013,2, Goat/Sheep, Disease,,Satellite camp,2,,2
9081,5,0,7,2012,11, Goat/Sheep,Starvation/Drought,,Satellite camp,27,,27
9081,5,0,2,2013,1,Camel,Just lost,,Satellite camp,3,,3
9081,5,0,1,2012,11,Camel,Starvation/Drought,,Satellite camp,4,,4
9081,5,0,5,2013,7,Camel,Starvation/Drought,,Satellite camp,3,,3
9081,5,0,6,2013,4,Cattle,Starvation/Drought,,Satellite camp,1,,1
9081,5,0,3,2013,2,Camel, Disease,,Satellite camp,1,,1
9081,5,0,4,2013,4,Camel,Predation,,Satellite camp,3,,3
9081,6,0,1,2014,12,Camel, Disease,,Satellite camp,1,,1
9081,6,0,3,2015,8, Goat/Sheep, Disease,,Base camp,1,,1
9081,6,0,2,2014,10, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9081,7,,1,2020,7,Camel, Disease,,,1,1,
9081,7,,1,2020,9, Sheep,Premature birth,,,2,1,
9081,7,,1,2020,11,Cattle, Disease,,,1,1,
9081,7,,1,2020,7,Goat, Disease,,,1,1,
9082,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,6
9082,1,,1,2008,12, Goat/Sheep,Predation,,Satellite camp,14,,10
9082,1,,4,2009,8,Camel,Starvation/Drought,,Satellite camp,3,,3
9082,1,,2,2009,4, Goat/Sheep, Disease,,Satellite camp,4,,2
9082,2,,1,2009,11,Camel, Disease,,Satellite camp,2,,1
9082,2,,3,2010,4, Goat/Sheep,Just lost,,Satellite camp,1,,1
9082,2,,4,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3
9082,2,,2,2010,1, Goat/Sheep,Predation,,Satellite camp,2,,1
9082,3,0,1,2010,11,Camel,Starvation/Drought,,Satellite camp,1,,1
9082,3,0,3,2010,10, Goat/Sheep, Disease,,Satellite camp,17,,10
9082,3,0,5,2011,2, Goat/Sheep, Rain,,Satellite camp,22,,20
9082,3,0,4,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,12
9082,3,0,2,2010,12,Camel, Disease,,Satellite camp,1,,0
9082,4,0,2,2012,4, Goat/Sheep, Disease,,Satellite camp,10,,10
9082,4,0,4,2012,7, Goat/Sheep,Old age,,Satellite camp,6,,6
9082,4,0,1,2012,3,Camel,Predation,,Satellite camp,1,,1
9082,4,0,3,2012,6, Goat/Sheep,Just lost,,Satellite camp,5,,3
9082,5,0,1,2012,12, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9082,5,0,2,2013,2, Goat/Sheep,Predation,,Satellite camp,3,,3
9082,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1
9082,6,0,2,2015,2, Goat/Sheep, Disease,,Satellite camp,4,,3
9082,6,0,1,2015,1, Goat/Sheep, Disease,,Satellite camp,3,,2
9082,6,0,3,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
9082,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9082,7,,2,2020,4,Goat, Disease,,,5,2,
9082,7,,1,2020,4, Sheep, Disease,,,2,1,
9082,7,,1,2019,3,Goat, Disease,,,5,2,
9083,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,11
9083,1,,1,2009,3,Camel, Disease,,Satellite camp,1,,0
9083,1,,2,2009,4, Goat/Sheep, Disease,,Satellite camp,3,,1
9083,1,,3,2009,7,Camel,Starvation/Drought,,Satellite camp,2,,1
9083,2,,3,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
9083,2,,1,2010,3,Camel, Disease,,Satellite camp,2,,2
9083,2,,2,2010,4, Goat/Sheep,Just lost,,Satellite camp,2,,1
9083,3,0,6,2011,2, Goat/Sheep, Rain,,Satellite camp,37,,3
9083,3,0,5,2011,1, Goat/Sheep, Disease,,Satellite camp,2,,1
9083,3,0,1,2010,10,Camel, Disease,,Satellite camp,5,,2
9083,3,0,4,2011,7,Camel, Disease,,Satellite camp,2,,0
9083,3,0,2,2010,11,Camel, Disease,,Satellite camp,7,,1
9083,3,0,3,2011,4,Camel,Predation,,Satellite camp,1,,0
9083,4,0,1,2011,12,Camel,Just lost,,Satellite camp,1,,1
9083,4,0,5,2011,11, Goat/Sheep, Rain,,Satellite camp,43,,39
9083,4,0,4,2012,9,Camel, Disease,,Satellite camp,3,,2
9083,4,0,7,2012,6, Goat/Sheep,Predation,,Satellite camp,14,,10
9083,4,0,3,2012,7,Camel,Old age,,Satellite camp,3,,3
9083,4,0,2,2012,3,Camel, Disease,,Satellite camp,7,,5
9083,4,0,6,2012,3, Goat/Sheep, Disease,,Satellite camp,11,,9
9083,5,0,2,2013,4, Goat/Sheep, Disease,,Satellite camp,2,,1
9083,5,0,3,2013,8, Goat/Sheep, Disease,,Satellite camp,2,,2
9083,5,0,1,2012,10, Goat/Sheep,Just lost,,Satellite camp,2,,1
9084,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,14
9084,1,,2,2009,4, Goat/Sheep,Predation,,Satellite camp,4,,2
9084,1,,1,2008,12,Camel, Disease,,Satellite camp,1,,1
9084,1,,3,2009,7,Camel,Starvation/Drought,,Satellite camp,2,,1
9084,2,,2,2010,4, Goat/Sheep,Predation,,Satellite camp,3,,2
9084,2,,3,2010,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9084,2,,1,2010,3,Camel, Disease,,Satellite camp,2,,1
9084,2,,4,2010,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
9084,3,0,6,2011,9,Camel,Starvation/Drought,,Satellite camp,2,,1
9084,3,0,1,2010,11,Camel, Disease,,Satellite camp,6,,3
9084,3,0,4,.a,.a,Camel,Raiding/Rustling/Conflict,,Satellite camp,3,,3
9084,3,0,3,2011,8, Goat/Sheep, Disease,,Satellite camp,2,,1
9084,3,0,2,2011,4,Camel,Predation,,Satellite camp,5,,4
9084,3,0,5,2011,9,Camel,Old age,,Satellite camp,1,,1
9084,4,0,2,2012,4, Goat/Sheep, Disease,,Satellite camp,15,,10
9084,4,0,6,2012,7,Camel,Predation,,Satellite camp,1,,1
9084,4,0,5,2012,3,Camel, Disease,,Satellite camp,2,,2
9084,4,0,4,2011,10,Camel,Starvation/Drought,,Satellite camp,8,,6
9084,4,0,1,2011,11, Goat/Sheep, Rain,,Satellite camp,35,,25
9084,4,0,3,2012,6, Goat/Sheep,Just lost,,Satellite camp,8,,5
9084,4,0,7,2012,1,Cattle, Disease,,Satellite camp,1,,0
9084,5,0,4,2013,5, Goat/Sheep, Disease,,Satellite camp,1,,1
9084,5,0,2,2013,1,Cattle,Starvation/Drought,,Satellite camp,1,,1
9084,5,0,1,2012,12,Cattle,Starvation/Drought,,Satellite camp,2,,2
9084,5,0,5,2013,7, Goat/Sheep,Predation,,Satellite camp,2,,1
9084,5,0,3,2013,4, Goat/Sheep, Rain,,Satellite camp,4,,4
9084,7,,2,2020,4,Goat, Disease,,,8,4,
9084,7,,3,2020,12, Sheep,Starvation/Drought,,,10,3,
9084,7,,1,2019,3,Goat, Disease,,,8,4,
9084,7,,2,2020,8, Sheep, Disease,,,10,3,
9084,7,,4,2020,12,Goat, Disease,,,8,4,
9084,7,,3,2020,8,Goat, Disease,,,8,4,
9084,7,,1,2019,2, Sheep,Just lost,,,10,3,
9085,1,,1,.a,.a,Camel, Disease,,Satellite camp,1,,0
9085,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
9085,1,,4,2009,8,Camel,Starvation/Drought,,Satellite camp,1,,1
9085,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
9085,1,,2,2009,4, Goat/Sheep, Disease,,Satellite camp,4,,2
9085,2,,2,2010,6, Goat/Sheep,Just lost,,Satellite camp,3,,2
9085,2,,1,2010,3,Camel,Predation,,Satellite camp,1,,1
9085,3,0,4,2011,2, Goat/Sheep,Starvation/Drought,,Satellite camp,30,,4
9085,3,0,5,2011,3, Goat/Sheep, Disease,,Satellite camp,5,,2
9085,3,0,6,2010,10, Goat/Sheep, Disease,,Satellite camp,1,,1
9085,3,0,3,2011,4,Camel,Starvation/Drought,,Satellite camp,2,,1
9085,3,0,1,2011,1,Camel, Disease,,Satellite camp,6,,5
9085,3,0,2,2011,3,Camel,Predation,,Satellite camp,1,,0
9085,3,0,7,2010,12, Goat/Sheep,Predation,,Satellite camp,1,,0
9085,4,0,4,2012,6, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
9085,4,0,1,2012,1,Camel,Starvation/Drought,,Satellite camp,2,,2
9085,4,0,3,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
9085,4,0,2,2012,1, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5
9085,5,0,2,2013,4,Camel,Predation,,Satellite camp,1,,1
9085,5,0,4,2013,3, Goat/Sheep, Rain,,Satellite camp,3,,0
9085,5,0,3,2013,1, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9085,5,0,5,2013,7, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,0
9085,5,0,1,2012,11,Camel, Disease,,Satellite camp,1,,0
9085,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,0
9085,6,0,2,2015,1,Camel,Starvation/Drought,,Satellite camp,2,,2
9085,6,0,3,2014,10, Goat/Sheep, Disease,,Satellite camp,1,,1
9085,6,0,1,2014,10,Camel,Starvation/Drought,,Satellite camp,2,,0
9085,7,,1,2020,10,Camel,Predation,,,1,1,
9085,7,,2,2020,8, Sheep, Disease,,,3,2,
9085,7,,1,2020,12,Goat,Starvation/Drought,,,2,1,
9085,7,,1,2020,4, Sheep,Just lost,,,3,2,
9086,1,,4,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,10
9086,1,,5,2009,8,Cattle,Starvation/Drought,,Satellite camp,2,,2
9086,1,,1,2008,.a,Cattle, Disease,,Satellite camp,1,,1
9086,1,,2,2009,3, Goat/Sheep,Predation,,Satellite camp,6,,4
9086,1,,3,2009,6,Camel,Starvation/Drought,,Satellite camp,3,,3
9086,2,,3,2010,4,Cattle, Disease,,Satellite camp,2,,2
9086,2,,1,2010,2,Camel, Disease,,Satellite camp,2,,1
9086,2,,2,2010,4, Goat/Sheep,Predation,,Satellite camp,3,,2
9086,3,0,3,2010,11,Camel,Starvation/Drought,,Satellite camp,2,,2
9086,3,0,5,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
9086,3,0,2,2010,12,Cattle,Starvation/Drought,,Satellite camp,2,,2
9086,3,0,1,2010,10,Cattle, Disease,,Satellite camp,6,,4
9086,3,0,4,2010,12, Goat/Sheep, Disease,,Satellite camp,7,,5
9086,3,0,6,2011,2, Goat/Sheep, Rain,,Satellite camp,14,,6
9086,4,0,3,2011,12,Camel, Disease,,Satellite camp,2,,1
9086,4,0,9,2012,9, Goat/Sheep, Disease,,Satellite camp,5,,2
9086,4,0,8,2012,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,2
9086,4,0,5,2012,2,Camel,Predation,,Satellite camp,2,,2
9086,4,0,7,2012,7, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,5
9086,4,0,6,2012,6,Cattle,Starvation/Drought,,Satellite camp,1,,1
9086,4,0,2,2011,12,Camel,Predation,,Satellite camp,2,,1
9086,4,0,10,2012,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
9086,4,0,1,2011,10,Camel, Disease,,Satellite camp,2,,1
9086,4,0,4,2012,1,Camel, Disease,,Satellite camp,3,,3
9086,5,0,5,2013,8, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,4
9086,5,0,2,2013,1,Camel, Disease,,Satellite camp,4,,2
9086,5,0,3,2013,3,Cattle,Starvation/Drought,,Satellite camp,1,,1
9086,5,0,1,2012,12,Camel, Disease,,Satellite camp,6,,4
9086,5,0,4,2013,7, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,4
9086,6,0,3,2015,1, Goat/Sheep, Disease,,Satellite camp,3,,2
9086,6,0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9086,6,0,1,2014,12,Camel,Starvation/Drought,,Satellite camp,1,,1
9086,6,0,2,2015,6,Camel, Disease,,Satellite camp,1,,0
9087,1,,3,2009,7,Camel,Starvation/Drought,,Satellite camp,10,,2
9087,1,,1,2008,11,Camel, Disease,,Satellite camp,2,,0
9087,1,,2,2009,3, Goat/Sheep, Disease,,Satellite camp,3,,1
9087,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,13
9087,2,,4,2010,5, Goat/Sheep,Just lost,,Satellite camp,1,,1
9087,2,,1,2009,12,Camel, Disease,,Satellite camp,1,,1
9087,2,,3,2010,4, Goat/Sheep,Just lost,,Satellite camp,1,,1
9087,2,,2,2010,3, Goat/Sheep, Disease,,Satellite camp,1,,1
9087,3,0,5,2011,7, Goat/Sheep,Just lost,,Satellite camp,2,,2
9087,3,0,2,2011,4,Camel, Disease,,Satellite camp,2,,2
9087,3,0,1,2010,12,Camel, Disease,,Satellite camp,2,,1
9087,3,0,6,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9087,3,0,8,2011,9,Camel,Starvation/Drought,,Satellite camp,3,,1
9087,3,0,7,2011,9,Camel,Old age,,Satellite camp,1,,1
9087,3,0,3,2011,4, Goat/Sheep,Predation,,Satellite camp,2,,2
9087,3,0,4,.a,.a,Camel,Just lost,,Satellite camp,1,,1
9087,4,0,3,2011,10, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,5
9087,4,0,1,2011,10,Camel,Starvation/Drought,,Satellite camp,7,,5
9087,4,0,2,2012,4,Camel, Disease,,Satellite camp,4,,3
9087,4,0,4,2012,5, Goat/Sheep, Disease,,Satellite camp,5,,2
9087,5,0,2,2013,2,Camel,Starvation/Drought,,Satellite camp,2,,2
9087,5,0,5,2013,1, Goat/Sheep,Predation,,Satellite camp,2,,2
9087,5,0,1,2013,1,Camel, Disease,,Satellite camp,2,,2
9087,5,0,3,2013,4,Camel,Predation,,Satellite camp,2,,2
9087,5,0,4,2012,11, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2
9087,6,0,1,2015,6, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2
9087,6,0,2,2015,8, Goat/Sheep, Disease,,Satellite camp,3,,3
9087,7,,3,2020,7, Sheep, Rain,,,6,3,
9087,7,,2,2020,5, Sheep,Starvation/Drought,,,6,3,
9087,7,,1,2019,3, Sheep, Disease,,,6,3,
9087,7,,1,2020,5,Goat,Predation,,,2,1,
9088,1,,5,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,22,,17
9088,1,,3,2009,4, Goat/Sheep, Disease,,Satellite camp,2,,1
9088,1,,4,2009,8,Camel,Starvation/Drought,,Satellite camp,4,,2
9088,1,,1,.a,.a,Camel, Disease,,Satellite camp,1,,1
9088,1,,2,2009,4,Camel,Just lost,,Satellite camp,1,,0
9088,2,,2,2010,5, Goat/Sheep, Disease,,Satellite camp,1,,1
9088,2,,1,2010,4, Goat/Sheep, Disease,,Satellite camp,1,,1
9088,3,0,1,2010,12,Camel, Disease,,Satellite camp,2,,1
9088,3,0,3,2011,8,Camel,Starvation/Drought,,Satellite camp,2,,1
9088,3,0,4,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1
9088,3,0,2,2011,2, Goat/Sheep, Rain,,Satellite camp,14,,12
9088,3,0,5,2011,9,Camel,Starvation/Drought,,Satellite camp,1,,0
9088,4,0,2,2012,1,Camel, Disease,,Satellite camp,7,,4
9088,4,0,4,2012,7, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,6
9088,4,0,5,2012,9, Goat/Sheep,Predation,,Satellite camp,1,,1
9088,4,0,3,2012,6, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,4
9088,4,0,1,2011,12,Camel,Predation,,Satellite camp,1,,1
9088,5,0,2,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,22,,4
9088,5,0,3,2013,3, Goat/Sheep, Rain,,Satellite camp,8,,1
9088,5,0,1,2012,12, Goat/Sheep, Disease,,Satellite camp,10,,9
9088,6,0,1,2014,10,Camel,Starvation/Drought,,Satellite camp,2,,1
9088,6,0,2,2014,11, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,1
9088,6,0,5,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9088,6,0,6,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0
9088,6,0,3,2015,1, Goat/Sheep, Disease,,Satellite camp,4,,1
9088,6,0,4,2015,4, Goat/Sheep, Disease,,Satellite camp,5,,3
9088,7,,1,2019,2,Camel, Disease,,,2,1,
9089,1,,2,2009,3, Goat/Sheep,Predation,,Satellite camp,2,,1
9089,1,,5,2009,8,Cattle,Starvation/Drought,,Satellite camp,3,,3
9089,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,6
9089,1,,1,2008,12,Camel, Disease,,Satellite camp,1,,1
9089,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,13,,10
9089,2,,4,2010,4,Cattle, Disease,,Satellite camp,2,,2
9089,2,,2,2010,1,Camel, Disease,,Satellite camp,2,,1
9089,2,,1,2009,10,Cattle,Just lost,,Satellite camp,2,,1
9089,2,,3,2010,1, Goat/Sheep,Just lost,,Satellite camp,4,,4
9089,2,,5,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,6
9089,3,0,5,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,8
9089,3,0,6,2011,2, Goat/Sheep, Rain,,Satellite camp,68,,50
9089,3,0,3,2010,11,Cattle,Starvation/Drought,,Satellite camp,20,,20
9089,3,0,4,2011,3,Cattle, Disease,,Satellite camp,6,,6
9089,3,0,2,2011,1,Camel, Disease,,Satellite camp,6,,5
9089,3,0,1,2010,12,Camel,Starvation/Drought,,Satellite camp,8,,6
9089,4,0,7,2012,6, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,9
9089,4,0,1,2012,1,Cattle,Starvation/Drought,,Satellite camp,2,,2
9089,4,0,8,2012,6,Cattle,Starvation/Drought,,Satellite camp,1,,1
9089,4,0,6,2012,4, Goat/Sheep, Rain,,Base camp,26,,20
9089,4,0,5,2012,3, Goat/Sheep, Rain,,Satellite camp,7,,6
9089,4,0,2,2012,1, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,13
9089,4,0,3,2012,1,Cattle,Starvation/Drought,,Satellite camp,1,,1
9089,4,0,4,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,13,,13
9089,5,0,2,2013,2,Cattle,Starvation/Drought,,Satellite camp,3,,2
9089,5,0,1,2012,12,Cattle, Disease,,Satellite camp,2,,2
9089,5,0,3,2013,1, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,5
9089,5,0,5,2013,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9089,5,0,4,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9089,6,0,2,2015,8,Cattle,Starvation/Drought,,Satellite camp,3,,3
9089,6,0,1,2015,1,Cattle, Disease,,Satellite camp,3,,0
9089,6,0,5,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9089,6,0,3,2015,1, Goat/Sheep, Disease,,Satellite camp,4,,4
9089,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2
9089,7,,2,2020,5, Sheep, Disease,,,3,2,
9089,7,,1,2020,5, Sheep,Starvation/Drought,,,3,2,
9089,7,,1,2020,5,Goat, Disease,,,2,1,
9090,1,,1,2009,1,Camel, Disease,,Satellite camp,2,,0
9090,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,30,,18
9090,1,,3,2009,6, Goat/Sheep, Disease,,Satellite camp,2,,1
9090,1,,2,2008,.a, Goat/Sheep,Predation,,Satellite camp,6,,2
9090,1,,4,2009,8,Camel,Starvation/Drought,,Satellite camp,3,,2
9090,2,,1,2009,12,Camel, Disease,,Satellite camp,2,,1
9090,2,,4,2010,1, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,3
9090,2,,3,2010,2, Goat/Sheep,Predation,,Satellite camp,4,,4
9090,2,,2,2010,2,Cattle, Disease,,Satellite camp,2,,2
9090,3,0,8,2011,4, Goat/Sheep,Predation,,Satellite camp,1,,1
9090,3,0,2,2010,11,Camel,Starvation/Drought,,Satellite camp,4,,4
9090,3,0,4,2011,2, Goat/Sheep, Disease,,Satellite camp,2,,1
9090,3,0,6,2011,2, Goat/Sheep, Rain,,Satellite camp,12,,7
9090,3,0,7,2011,3, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
9090,3,0,3,2011,1,Camel,Starvation/Drought,,Satellite camp,4,,4
9090,3,0,1,2010,10,Camel,Starvation/Drought,,Satellite camp,4,,3
9090,3,0,5,2011,1,Camel, Disease,,Satellite camp,1,,0
9090,4,0,1,2011,10,Camel,Predation,,Satellite camp,1,,1
9090,4,0,2,2011,12,Cattle, Disease,,Satellite camp,1,,1
9090,4,0,4,2012,2, Goat/Sheep, Disease,,Satellite camp,4,,2
9090,4,0,5,2012,3, Goat/Sheep, Rain,,Satellite camp,7,,5
9090,4,0,3,2011,11, Goat/Sheep,Just lost,,Satellite camp,5,,5
9090,5,0,3,2013,1,Camel,Starvation/Drought,,Satellite camp,1,,1
9090,5,0,9,2013,8, Goat/Sheep, Disease,,Satellite camp,2,,2
9090,5,0,8,2013,6, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4
9090,5,0,6,2013,4, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3
9090,5,0,2,2013,1,Camel,Starvation/Drought,,Satellite camp,1,,1
9090,5,0,4,2013,2,Cattle,Predation,,Satellite camp,1,,1
9090,5,0,5,2013,3,Cattle, Disease,,Satellite camp,1,,1
9090,5,0,7,2013,5, Goat/Sheep,Predation,,Satellite camp,3,,3
9090,5,0,1,2012,11,Camel, Disease,,Satellite camp,2,,2
9090,6,0,5,2015,8, Goat/Sheep, Disease,,Base camp,2,,1
9090,6,0,2,2014,11,Cattle, Disease,,Satellite camp,1,,1
9090,6,0,4,2014,12, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2
9090,6,0,3,2015,7,Cattle,Starvation/Drought,,Satellite camp,1,,0
9090,6,0,1,2015,6,Camel,Starvation/Drought,,Satellite camp,1,,1
9090,7,,1,2019,1,Goat, Rain,,,12,1,
9090,7,,1,2019,1, Sheep, Rain,,,10,1,
9091,1,,3,2009,4, Goat/Sheep,Just lost,,Satellite camp,13,,12
9091,1,,1,2008,.a,Camel,Predation,,Satellite camp,1,,0
9091,1,,4,2009,7,Camel,Starvation/Drought,,Satellite camp,3,,3
9091,1,,2,2009,4,Camel, Disease,,Satellite camp,1,,1
9091,1,,5,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,24,,22
9091,2,,2,2010,2, Goat/Sheep,Predation,,Satellite camp,4,,2
9091,2,,3,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,3
9091,2,,1,2010,1,Camel, Disease,,Satellite camp,2,,1
9091,3,0,4,2011,5,Camel, Disease,,Satellite camp,4,,2
9091,3,0,5,2011,8,Camel,Starvation/Drought,,Satellite camp,6,,2
9091,3,0,3,2011,3, Goat/Sheep,Predation,,Satellite camp,2,,2
9091,3,0,1,2011,2, Goat/Sheep, Rain,,Satellite camp,168,,128
9091,3,0,2,2011,3, Goat/Sheep,Premature birth,,Satellite camp,2,,2
9091,4,0,2,2011,11,Camel, Disease,,Satellite camp,3,,3
9091,4,0,3,2012,2,Camel,Predation,,Satellite camp,2,,2
9091,4,0,1,2011,10,Camel,Starvation/Drought,,Satellite camp,3,,3
9091,4,0,6,2012,3, Goat/Sheep, Rain,,Satellite camp,6,,3
9091,4,0,5,2011,11, Goat/Sheep, Disease,,Satellite camp,3,,2
9091,4,0,4,2012,2,Camel,Starvation/Drought,,Satellite camp,2,,1
9091,5,0,2,2013,6, Goat/Sheep, Disease,,Satellite camp,1,,1
9091,5,0,1,2013,5,Camel,Predation,,Satellite camp,1,,1
9091,6,0,1,2014,11,Camel,Starvation/Drought,,Satellite camp,1,,0
9091,6,0,3,2015,3, Goat/Sheep, Disease,,Satellite camp,2,,1
9091,6,0,2,2015,4,Camel, Disease,,Satellite camp,2,,1
9091,6,0,4,2015,8, Goat/Sheep,Starvation/Drought,,Base camp,1,,0
9091,7,,2,2020,4,Goat, Disease,,,5,2,
9091,7,,1,2019,3,Goat, Disease,,,5,2,
9092,1,,1,2008,12,Camel,Predation,,Satellite camp,1,,1
9092,1,,2,2009,4,Camel, Disease,,Satellite camp,1,,1
9092,1,,5,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,19,,10
9092,1,,4,2009,7,Camel,Starvation/Drought,,Satellite camp,2,,2
9092,1,,3,2009,4, Goat/Sheep, Disease,,Satellite camp,3,,1
9092,2,,3,2010,3, Goat/Sheep,Just lost,,Satellite camp,2,,1
9092,2,,1,2009,12,Camel, Disease,,Satellite camp,2,,2
9092,2,,2,2009,12, Goat/Sheep,Predation,,Satellite camp,2,,2
9092,2,,4,2010,8, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4
9092,3,0,3,2010,12,Camel, Disease,,Satellite camp,3,,2
9092,3,0,2,2010,12,Cattle, Disease,,Satellite camp,1,,1
9092,3,0,5,2011,2,Camel, Rain,,Satellite camp,2,,1
9092,3,0,4,2011,2, Goat/Sheep, Rain,,Satellite camp,13,,10
